"participant","sex","age","music_yrs","block","trial_n","stim","stim_idx","trial_rep_n","resp","RT","dB_ratio"
"1","m",26,4,1,1,"yl6.wav",6,1,1,2.001,0
"1","m",26,4,1,2,"yl3.wav",3,1,1,1.61,-36
"1","m",26,4,1,3,"yl5.wav",5,1,1,1.379,-12
"1","m",26,4,1,4,"yl7.wav",7,1,1,1.596,12
"1","m",26,4,1,5,"yl1.wav",1,1,0,1.879,-60
"1","m",26,4,1,6,"yl10.wav",10,1,1,1.716,48
"1","m",26,4,1,7,"yl9.wav",9,1,1,1.426,36
"1","m",26,4,1,8,"yl8.wav",8,1,1,1.476,24
"1","m",26,4,1,9,"yl11.wav",11,1,1,1.295,60
"1","m",26,4,1,10,"yl4.wav",4,1,0,1.894,-24
"1","m",26,4,1,11,"yl2.wav",2,1,0,1.593,-48
"1","m",26,4,1,12,"yl2.wav",2,2,0,1.33,-48
"1","m",26,4,1,13,"yl4.wav",4,2,0,1.263,-24
